price,brand,model,year,vin,image
13000,nissan,altima,2018,  1n4al3ap4jc153320,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13080,infiniti,mpv,2019,  jn8az2nf9k9685086,https://s3-prod.autonews.com/s3fs-public/OEM04_131109813_AR_-1_0.jpg
13100,dodge,caravan,2018,  2c4rdgcg0jr241626,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
13200,gmc,door,2017,  1gks2gkc5hr326410,https://www.gmc.com/content/dam/gmc/na/us/english/index/shared-assets/jellybeans/2021/sierra/sierra-hd/2021-gmc-sierra-3500-denali-hd-hunter-metallic.jpg?imwidth=960
13200,buick,encore,2017,  kl4cjcsb1hb024411,https://www.buick.com/content/dam/buick/na/us/en/vdc-collections/2021/suvs/encore-cg/encore-cg/01-images/2021-buick-encore-default-sm-FWD-CRO-1SV-AFN-GAZ-01.jpg?imwidth=960
13200,chevrolet,door,2017,  2gnflfek3h6342356,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13200,chevrolet,door,2017,  2gnflfek4h6351292,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13200,dodge,caravan,2018,  2c4rdgcg6jr301523,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
13200,ford,door,2015,  1fm5k8d81fga01930,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13200,nissan,sport,2018,  jn1bj1cp2jw186856,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13270,ford,door,2016,  1ft7w2btxgeb64448,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13300,kia,door,2017,  5xypgda39hg262132,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/17q3/685272/kia-for-2018-whats-new-feature-car-and-driver-photo-690990-s-original.jpg
13300,dodge,caravan,2018,  2c4rdgcg3jr364854,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
13300,dodge,caravan,2018,  2c4rdgegxjr331914,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
13300,nissan,sport,2018,  jn1bj1cr7jw262489,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13350,gmc,door,2017,  1gks2gkc3hr326762,https://www.gmc.com/content/dam/gmc/na/us/english/index/shared-assets/jellybeans/2021/sierra/sierra-hd/2021-gmc-sierra-3500-denali-hd-hunter-metallic.jpg?imwidth=960
13400,chevrolet,door,2016,  2g1145s39g9185641,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13400,nissan,rogue,2017,  knmat2mv3hp582112,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13400,nissan,rogue,2016,  knmat2mv3gp680121,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13487,ford,doors,2015,  2fmtk4j95fbb24313,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13490,gmc,door,2017,  1gks2gkc0hr323625,https://www.gmc.com/content/dam/gmc/na/us/english/index/shared-assets/jellybeans/2021/sierra/sierra-hd/2021-gmc-sierra-3500-denali-hd-hunter-metallic.jpg?imwidth=960
13500,ford,door,2016,  1fatp8uhxg5296168,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13500,chevrolet,impala,2018,  2g1105s3xj9121918,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13500,buick,encore,2016,  kl4cjbsb4gb700424,https://www.buick.com/content/dam/buick/na/us/en/vdc-collections/2021/suvs/encore-cg/encore-cg/01-images/2021-buick-encore-default-sm-FWD-CRO-1SV-AFN-GAZ-01.jpg?imwidth=960
13500,chevrolet,door,2017,  1g1ze5stxhf257679,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13500,chevrolet,door,2016,  1g1bg5sm5g7250863,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13500,ford,escape,2018,  1fmcu0gd7jud41377,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13500,ford,fusion,2019,  3fa6p0cd6kr140082,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13500,ford,door,2016,  1ftfx1ef1gke85837,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13500,ford,door,2019,  3fa6p0ru3kr188341,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13500,ford,hybrid,2019,  3fa6p0lu6kr119958,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13500,ford,ecosport,2019,  maj6s3kl4kc273222,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13500,nissan,door,2016,  1n4aa6apxgc432268,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13600,ford,focus,2018,  1fadp3m26jl307477,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13600,chevrolet,malibu,2018,  1g1zd5st5jf249837,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13600,ford,escape,2019,  1fmcu9gdxkua14655,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13600,ford,fusion,2019,  3fa6p0luxkr225023,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13600,ford,fusion,2019,  3fa6p0lu0kr210790,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13600,ford,fusion,2019,  3fa6p0lu2kr207325,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13600,nissan,altima,2019,  1n4bl4bv6kc147611,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13700,chevrolet,equinox,2017,  2gnalcek6h6289807,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13700,chevrolet,malibu,2019,  1g1zd5st4kf126371,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13700,chevrolet,impala,2019,  2g11z5s30k9137729,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
13700,dodge,caravan,2018,  2c4rdgeg6jr205887,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
13700,dodge,journey,2017,  3c4pddgg5ht702827,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
13700,ford,van,2016,  1ftye2yg5gka02732,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13700,ford,fusion,2019,  3fa6p0lu8kr225408,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13700,ford,fusion,2019,  3fa6p0lu6kr220563,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13700,ford,fusion,2019,  3fa6p0lu2kr225727,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13700,ford,fusion,2019,  3fa6p0lu5kr210591,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13799,ford,doors,2015,  1fa6p8am3f5330934,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,focus,2018,  1fadp3j2xjl279400,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,kia,sorento,2017,  5xyphda50hg232046,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/17q3/685272/kia-for-2018-whats-new-feature-car-and-driver-photo-690990-s-original.jpg
13800,dodge,journey,2018,  3c4pdcgg9jt352215,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
13800,ford,door,2016,  1ftew1c82gkd45492,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,taurus,2018,  1fahp2d80jg104075,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,door,2017,  1fmcu0gd5huc74384,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,fusion,2019,  3fa6p0luxkr109398,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,door,2016,  1fahp2e84gg136518,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,fusion,2019,  3fa6p0lu3kr205504,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,fusion,2019,  3fa6p0lu0kr210613,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,fusion,2019,  3fa6p0lu4kr222151,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,fusion,2019,  3fa6p0lu1kr222799,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,fusion,2019,  3fa6p0lu3kr210749,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13800,ford,fusion,2019,  3fa6p0lu8kr225585,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13900,dodge,charger,2017,  2c3cdxbg5hh642083,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
13900,dodge,caravan,2019,  2c4rdgcg3kr514530,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
13900,ford,escape,2018,  1fmcu0hdxjuc12967,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13900,ford,escape,2019,  1fmcu0gd2kub10601,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13900,ford,fusion,2019,  3fa6p0lu0kr210823,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13900,ford,fusion,2019,  3fa6p0lu5kr226287,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13900,nissan,altima,2020,  1n4bl4bv4lc140657,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt1jp582050,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt6jp582724,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt7jp582084,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  5n1at2mt8jc761351,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt2jp581604,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  5n1at2mt3jc761242,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt4jp581457,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  5n1at2mt4jc764747,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mtxjp581687,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt8jp581980,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt3jp582048,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt4jp581250,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt6jp582092,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13900,nissan,rogue,2018,  knmat2mt9jp582734,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
13942,ford,doors,2015,  1fatp8em4f5415097,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13995,ford,doors,2016,  1fa6p8th8g5255908,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13995,ford,doors,2015,  1fa6p8th8f5341198,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
13995,ford,doors,2015,  1fa6p8th7f5344481,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14000,chevrolet,colorado,2019,  1gchsbea7k1232845,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14000,kia,sorento,2017,  5xypgda51hg221253,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/17q3/685272/kia-for-2018-whats-new-feature-car-and-driver-photo-690990-s-original.jpg
14000,chevrolet,door,2017,  1g1ze5st9hf229260,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14000,dodge,journey,2018,  3c4pdcbb1jt319818,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14000,ford,explorer,2016,  1fm5k7dh8ggd26344,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14000,ford,doors,2015,  2fmtk4j88fbb19078,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14000,ford,fusion,2018,  3fa6p0d99jr206522,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14000,nissan,rogue,2018,  knmat2mv3jp514463,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14000,nissan,rogue,2017,  knmat2mv8hp516090,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14100,chevrolet,trax,2018,  kl7cjpsbxjb710284,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14100,chevrolet,traverse,2017,  1gnkrfed7hj307708,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14100,dodge,caravan,2018,  2c4rdgeg5jr337118,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14100,dodge,caravan,2019,  2c4rdgcg1kr520021,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14100,ford,fusion,2019,  3fa6p0lu1kr225363,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14100,nissan,rogue,2016,  knmat2mv4gp710291,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14200,chevrolet,equinox,2017,  2gnalcek6h6288804,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14200,dodge,journey,2019,  3c4pdcgg4kt707549,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14200,ford,fusion,2018,  3fa6p0h76jr175058,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14200,nissan,rogue,2018,  knmat2mt9jp601489,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14247,ford,doors,2015,  2fmtk3j95fbc21893,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14295,ford,doors,2015,  2fmtk4j87fbb34901,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14300,dodge,journey,2018,  3c4pdcab2jt216649,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14300,ford,fusion,2020,  3fa6p0d98lr117690,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14300,ford,edge,2016,  2fmpk4j8xgbc53478,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14300,nissan,sport,2018,  jn1bj1cr3jw263168,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14400,ford,escape,2019,  1fmcu0f72kub34778,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14400,ford,fusion,2018,  3fa6p0ru4jr247959,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14400,nissan,altima,2020,  1n4bl4bv5lc127707,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14400,nissan,rogue,2018,  knmat2mv0jp584843,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14400,nissan,altima,2019,  1n4bl4bv2kc158895,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14488,ford,doors,2015,  2fmtk4j93fbb69606,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14495,ford,doors,2015,  1fa6p8am3f5306570,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14500,dodge,journey,2019,  3c4pdcgg9kt700676,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14500,dodge,door,2016,  1c4rdjag5gc486469,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14500,dodge,door,2015,  1c4rdjdg4fc750792,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14500,dodge,caravan,2018,  2c4rdgcgxjr282071,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14500,dodge,caravan,2019,  2c4rdgcg8kr556692,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14500,dodge,caravan,2018,  2c4rdgeg6jr341288,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14500,ford,fusion,2019,  3fa6p0hd8kr114141,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14500,ford,door,2016,  1fm5k7d82gga11295,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14500,ford,door,2016,  1ft7x2b61geb56195,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14500,nissan,rogue,2017,  knmat2mv8hp540065,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14600,chevrolet,malibu,2018,  1g1zd5st5jf191860,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14600,dodge,caravan,2019,  2c4rdgcg5kr606318,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14600,ford,fusion,2019,  3fa6p0lu2kr180496,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14600,nissan,altima,2019,  1n4bl4bv3kc205738,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14600,nissan,rogue,2016,  knmat2mv8gp727076,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14700,chevrolet,van,2016,  1gcwgaff9g1216490,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14700,dodge,caravan,2018,  2c4rdgeg0jr327368,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14700,dodge,caravan,2019,  2c4rdgcg7kr519648,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14700,ford,van,2015,  1ftne1zmxfka31885,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14700,ford,fusion,2019,  3fa6p0lu8kr117368,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14700,ford,escape,2019,  1fmcu0gd3kub29710,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14700,ford,door,2016,  1fm5k7d82gga51375,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14700,ford,escape,2019,  1fmcu0g96kub33780,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14700,nissan,pathfinder,2017,  5n1dr2mm8hc628832,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14700,nissan,rogue,2020,  knmat2mv5lp500471,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
14750,infiniti,mpv,2019,  jn8az2nexk9236071,https://s3-prod.autonews.com/s3fs-public/OEM04_131109813_AR_-1_0.jpg
14750,infiniti,mpv,2019,  jn8az2nexk9236037,https://s3-prod.autonews.com/s3fs-public/OEM04_131109813_AR_-1_0.jpg
14800,chevrolet,equinox,2019,  2gnaxkevxk6199639,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14800,chevrolet,impala,2019,  2g11z5sa8k9139310,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14800,dodge,caravan,2017,  2c4rdgeg1hr716871,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14800,ford,door,2016,  1fa6p8am4g5301086,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14810,infiniti,mpv,2019,  jn8az2ne0k9233910,https://s3-prod.autonews.com/s3fs-public/OEM04_131109813_AR_-1_0.jpg
14900,chevrolet,equinox,2017,  2gnalcek7h1548351,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
14900,dodge,journey,2017,  3c4pddeg9ht565166,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14900,dodge,caravan,2019,  2c4rdgcg9kr578507,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
14900,ford,fusion,2019,  3fa6p0cd0kr117056,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14900,ford,fusion,2019,  3fa6p0cd1kr110357,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
14900,nissan,rogue,2019,  5n1at2mv3kc809079,https://s1.cdn.autoevolution.com/images/models/NISSAN_Rogue-2020_main.jpg
15000,chevrolet,door,2015,  2gnflhe33f6214023,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
15000,chevrolet,impala,2019,  1g11z5sa7ku117222,https://www.chevrolet.com/content/dam/chevrolet/na/us/english/index/vehicles/2021/crossovers-suvs/traverse/colorizer/01-images/2021-traverse-2lz-g1w-colorizer.jpg?imwidth=960
15000,dodge,caravan,2017,  2c4rdgeg8hr632871,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
15000,dodge,door,2016,  2c3cdzag4gh309689,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
15000,dodge,journey,2018,  3c4pdceg6jt516474,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
15000,dodge,caravan,2019,  2c4rdgcg1kr659131,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
15000,dodge,caravan,2019,  2c4rdgcg9kr600148,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
15000,dodge,journey,2018,  3c4pddgg1jt387157,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
15000,dodge,journey,2018,  3c4pddgg5jt387288,https://smartcdn.prod.postmedia.digital/driving/wp-content/uploads/2020/05/chrome-image-411876.png
15000,ford,door,2015,  1ft7w2bt2fea81305,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
15000,ford,ecosport,2019,  maj6s3kl3kc251132,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
15000,ford,door,2015,  1fd8x3f67feb56345,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
15000,ford,fusion,2018,  3fa6p0d97jr219835,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
15000,ford,fusion,2020,  3fa6p0d92lr117801,https://cars.usnews.com/static/images/Auto/izmo/i159614468/2021_ford_escape_angularfront.jpg
